Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Recetado;Total
Hombres;Total;Galicia;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Galicia;Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Galicia;Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Galicia;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;Galicia;Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;Galicia;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Galicia;Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Galicia;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Galicia;Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Galicia;Otros medicamentos;TOTAL;100,00
Hombres;Total;Galicia;Otros medicamentos;Recetado;97,46
Hombres;Total;Galicia;Otros medicamentos;No recetado;2,54
Hombres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;67,41
Hombres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;32,59
Hombres;Total;Madrid (Comunidad de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el dolor;Recetado;61,16
Hombres;Total;Madrid (Comunidad de);Medicinas para el dolor;No recetado;38,84
Hombres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;Recetado;88,15
Hombres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;No recetado;11,85
Hombres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;53,12
Hombres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;46,88
Hombres;Total;Madrid (Comunidad de);Laxantes;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Laxantes;Recetado;88,03
Hombres;Total;Madrid (Comunidad de);Laxantes;No recetado;11,97
Hombres;Total;Madrid (Comunidad de);Antibióticos;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Antibióticos;Recetado;93,05
Hombres;Total;Madrid (Comunidad de);Antibióticos;No recetado;6,95
Hombres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;93,15
Hombres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;6,85
Hombres;Total;Madrid (Comunidad de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para la alergia;Recetado;96,85
Hombres;Total;Madrid (Comunidad de);Medicamentos para la alergia;No recetado;3,15
Hombres;Total;Madrid (Comunidad de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el reuma;Recetado;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el reuma;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el corazón;Recetado;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el corazón;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;89,27
Hombres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;10,73
Hombres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Madrid (Comunidad de);Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Madrid (Comunidad de);Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;Recetado;98,06
Hombres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;No recetado;1,94
Hombres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;Recetado;98,91
Hombres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;No recetado;1,09
Hombres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Madrid (Comunidad de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Otros medicamentos;Recetado;95,24
Hombres;Total;Madrid (Comunidad de);Otros medicamentos;No recetado;4,76
Hombres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;76,66
Hombres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;23,34
Hombres;Total;Murcia (Región de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el dolor;Recetado;87,72
Hombres;Total;Murcia (Región de);Medicinas para el dolor;No recetado;12,28
Hombres;Total;Murcia (Región de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para bajar la fiebre;Recetado;77,26
Hombres;Total;Murcia (Región de);Medicinas para bajar la fiebre;No recetado;22,74
Hombres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;58,09
Hombres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;41,91
Hombres;Total;Murcia (Región de);Laxantes;TOTAL;100,00
Hombres;Total;Murcia (Región de);Laxantes;Recetado;100,00
Hombres;Total;Murcia (Región de);Laxantes;No recetado;0,00
Hombres;Total;Murcia (Región de);Antibióticos;TOTAL;100,00
Hombres;Total;Murcia (Región de);Antibióticos;Recetado;100,00
Hombres;Total;Murcia (Región de);Antibióticos;No recetado;0,00
Hombres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;97,80
Hombres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;2,20
Hombres;Total;Murcia (Región de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el reuma;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicinas para el reuma;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el corazón;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicinas para el corazón;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;98,59
Hombres;Total;Murcia (Región de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;1,41
Hombres;Total;Murcia (Región de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Murcia (Región de);Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Murcia (Región de);Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Murcia (Región de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Murcia (Región de);Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Murcia (Región de);Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Murcia (Región de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Murcia (Región de);Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Murcia (Región de);Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Murcia (Región de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Murcia (Región de);Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Murcia (Región de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Murcia (Región de);Otros medicamentos;Recetado;100,00
Hombres;Total;Murcia (Región de);Otros medicamentos;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;46,80
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;53,20
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;Recetado;46,66
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el dolor;No recetado;53,34
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para bajar la fiebre;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;39,58
Hombres;Total;Navarra (Comunidad Foral de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;60,42
Hombres;Total;Navarra (Comunidad Foral de);Laxantes;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Laxantes;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Laxantes;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Antibióticos;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Antibióticos;Recetado;92,49
Hombres;Total;Navarra (Comunidad Foral de);Antibióticos;No recetado;7,51
Hombres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;94,55
Hombres;Total;Navarra (Comunidad Foral de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;5,45
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el reuma;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el corazón;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;Recetado;95,75
Hombres;Total;Navarra (Comunidad Foral de);Medicinas para el estómago y/o alteraciones digestivas;No recetado;4,25
Hombres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Navarra (Comunidad Foral de);Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Navarra (Comunidad Foral de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Navarra (Comunidad Foral de);Otros medicamentos;Recetado;94,94
Hombres;Total;Navarra (Comunidad Foral de);Otros medicamentos;No recetado;5,06
Hombres;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;Recetado;68,22
Hombres;Total;País Vasco;Medicinas para el catarro, gripe, garganta, bronquios;No recetado;31,78
Hombres;Total;País Vasco;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el dolor;Recetado;68,23
Hombres;Total;País Vasco;Medicinas para el dolor;No recetado;31,77
Hombres;Total;País Vasco;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para bajar la fiebre;Recetado;73,54
Hombres;Total;País Vasco;Medicinas para bajar la fiebre;No recetado;26,46
Hombres;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);Recetado;34,66
Hombres;Total;País Vasco;Reconstituyentes (vitaminas, minerales, tónicos);No recetado;65,34
Hombres;Total;País Vasco;Laxantes;TOTAL;100,00
Hombres;Total;País Vasco;Laxantes;Recetado;64,85
Hombres;Total;País Vasco;Laxantes;No recetado;35,15
Hombres;Total;País Vasco;Antibióticos;TOTAL;100,00
Hombres;Total;País Vasco;Antibióticos;Recetado;100,00
Hombres;Total;País Vasco;Antibióticos;No recetado;0,00
Hombres;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;Recetado;94,23
Hombres;Total;País Vasco;Tranquilizantes, relajantes, pastillas para dormir;No recetado;5,77
Hombres;Total;País Vasco;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para la alergia;Recetado;100,00
Hombres;Total;País Vasco;Medicamentos para la alergia;No recetado;0,00
Hombres;Total;País Vasco;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el reuma;Recetado;100,00
Hombres;Total;País Vasco;Medicinas para el reuma;No recetado;0,00
Hombres;Total;País Vasco;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el corazón;Recetado;100,00
Hombres;Total;País Vasco;Medicinas para el corazón;No recetado;0,00
Hombres;Total;País Vasco;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;País Vasco;Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;Recetado;93,93
Hombres;Total;País Vasco;Medicinas para el estómago y/o alteraciones digestivas;No recetado;6,07
Hombres;Total;País Vasco;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;País Vasco;Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;País Vasco;Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;País Vasco;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;País Vasco;Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;País Vasco;Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;País Vasco;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;País Vasco;Hormonas para la menopausia;Recetado;0,00
Hombres;Total;País Vasco;Hormonas para la menopausia;No recetado;0,00
Hombres;Total;País Vasco;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;País Vasco;Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;País Vasco;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;País Vasco;Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;País Vasco;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;País Vasco;Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;País Vasco;Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;País Vasco;Otros medicamentos;TOTAL;100,00
Hombres;Total;País Vasco;Otros medicamentos;Recetado;94,35
Hombres;Total;País Vasco;Otros medicamentos;No recetado;5,65
Hombres;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;55,28
Hombres;Total;Rioja (La);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;44,72
Hombres;Total;Rioja (La);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el dolor;Recetado;64,18
Hombres;Total;Rioja (La);Medicinas para el dolor;No recetado;35,82
Hombres;Total;Rioja (La);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para bajar la fiebre;Recetado;51,61
Hombres;Total;Rioja (La);Medicinas para bajar la fiebre;No recetado;48,39
Hombres;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;34,57
Hombres;Total;Rioja (La);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;65,43
Hombres;Total;Rioja (La);Laxantes;TOTAL;100,00
Hombres;Total;Rioja (La);Laxantes;Recetado;45,52
Hombres;Total;Rioja (La);Laxantes;No recetado;54,48
Hombres;Total;Rioja (La);Antibióticos;TOTAL;100,00
Hombres;Total;Rioja (La);Antibióticos;Recetado;100,00
Hombres;Total;Rioja (La);Antibióticos;No recetado;0,00
Hombres;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;Recetado;87,32
Hombres;Total;Rioja (La);Tranquilizantes, relajantes, pastillas para dormir;No recetado;12,68
Hombres;Total;Rioja (La);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Rioja (La);Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Rioja (La);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el reuma;Recetado;100,00
Hombres;Total;Rioja (La);Medicinas para el reuma;No recetado;0,00
Hombres;Total;Rioja (La);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el corazón;Recetado;100,00
Hombres;Total;Rioja (La);Medicinas para el corazón;No recetado;0,00
Hombres;Total;Rioja (La);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Rioja (La);Medicinas para la tensión arterial;No recetado;0,00
Hombres;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;Recetado;100,00
Hombres;Total;Rioja (La);Medicinas para el estómago y/o alteraciones digestivas;No recetado;0,00
Hombres;Total;Rioja (La);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Rioja (La);Antidepresivos, estimulantes;Recetado;100,00
Hombres;Total;Rioja (La);Antidepresivos, estimulantes;No recetado;0,00
Hombres;Total;Rioja (La);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Rioja (La);Píldoras para no quedar embarazada;Recetado;0,00
Hombres;Total;Rioja (La);Píldoras para no quedar embarazada;No recetado;0,00
Hombres;Total;Rioja (La);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Rioja (La);Hormonas para la menopausia;Recetado;0,00
Hombres;Total;Rioja (La);Hormonas para la menopausia;No recetado;0,00
Hombres;Total;Rioja (La);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para el colesterol;Recetado;100,00
Hombres;Total;Rioja (La);Medicamentos para el colesterol;No recetado;0,00
Hombres;Total;Rioja (La);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para la diabetes;Recetado;100,00
Hombres;Total;Rioja (La);Medicamentos para la diabetes;No recetado;0,00
Hombres;Total;Rioja (La);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Rioja (La);Medicamentos para el tiroides;Recetado;100,00
Hombres;Total;Rioja (La);Medicamentos para el tiroides;No recetado;0,00
Hombres;Total;Rioja (La);Otros medicamentos;TOTAL;100,00
Hombres;Total;Rioja (La);Otros medicamentos;Recetado;84,91
Hombres;Total;Rioja (La);Otros medicamentos;No recetado;15,09
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;Recetado;62,53
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el catarro, gripe, garganta, bronquios;No recetado;37,47
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;Recetado;57,38
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el dolor;No recetado;42,62
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;TOTAL;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;Recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para bajar la fiebre;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);Recetado;66,48
Hombres;Total;Ceuta (Ciudad Autónoma de);Reconstituyentes (vitaminas, minerales, tónicos);No recetado;33,52
Hombres;Total;Ceuta (Ciudad Autónoma de);Laxantes;TOTAL;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Laxantes;Recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Laxantes;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antibióticos;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antibióticos;Recetado;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Antibióticos;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;Recetado;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Tranquilizantes, relajantes, pastillas para dormir;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;Recetado;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicamentos para la alergia;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;Recetado;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el reuma;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;Recetado;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para el corazón;No recetado;0,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;Recetado;100,00
Hombres;Total;Ceuta (Ciudad Autónoma de);Medicinas para la tensión arterial;No recetado;0,00
