Sexo;Total Nacional;Comunidades y Ciudades Autónomas;Tipo de medicamento;Sí o no;Total
Hombres;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;Sí;3,20
Hombres;Total;Castilla-La Mancha;Medicinas para bajar la fiebre;No;96,80
Hombres;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);Sí;1,20
Hombres;Total;Castilla-La Mancha;Reconstituyentes (vitaminas, minerales, tónicos);No;98,80
Hombres;Total;Castilla-La Mancha;Laxantes;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Laxantes;Sí;0,61
Hombres;Total;Castilla-La Mancha;Laxantes;No;99,39
Hombres;Total;Castilla-La Mancha;Antibióticos;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Antibióticos;Sí;2,37
Hombres;Total;Castilla-La Mancha;Antibióticos;No;97,63
Hombres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;Sí;6,35
Hombres;Total;Castilla-La Mancha;Tranquilizantes, relajantes, pastillas para dormir;No;93,65
Hombres;Total;Castilla-La Mancha;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicamentos para la alergia;Sí;1,68
Hombres;Total;Castilla-La Mancha;Medicamentos para la alergia;No;98,32
Hombres;Total;Castilla-La Mancha;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicinas para el reuma;Sí;0,45
Hombres;Total;Castilla-La Mancha;Medicinas para el reuma;No;99,55
Hombres;Total;Castilla-La Mancha;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicinas para el corazón;Sí;6,00
Hombres;Total;Castilla-La Mancha;Medicinas para el corazón;No;94,00
Hombres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;Sí;18,71
Hombres;Total;Castilla-La Mancha;Medicinas para la tensión arterial;No;81,29
Hombres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;Sí;9,61
Hombres;Total;Castilla-La Mancha;Medicinas para el estómago y/o alteraciones digestivas;No;90,39
Hombres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;Sí;3,07
Hombres;Total;Castilla-La Mancha;Antidepresivos, estimulantes;No;96,93
Hombres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Castilla-La Mancha;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Castilla-La Mancha;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Castilla-La Mancha;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Castilla-La Mancha;Hormonas para la menopausia;No;0,00
Hombres;Total;Castilla-La Mancha;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicamentos para el colesterol;Sí;11,92
Hombres;Total;Castilla-La Mancha;Medicamentos para el colesterol;No;88,08
Hombres;Total;Castilla-La Mancha;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicamentos para la diabetes;Sí;8,29
Hombres;Total;Castilla-La Mancha;Medicamentos para la diabetes;No;91,71
Hombres;Total;Castilla-La Mancha;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Medicamentos para el tiroides;Sí;0,43
Hombres;Total;Castilla-La Mancha;Medicamentos para el tiroides;No;99,57
Hombres;Total;Castilla-La Mancha;Otros medicamentos;TOTAL;100,00
Hombres;Total;Castilla-La Mancha;Otros medicamentos;Sí;12,82
Hombres;Total;Castilla-La Mancha;Otros medicamentos;No;87,18
Hombres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;Sí;5,28
Hombres;Total;Cataluña;Medicinas para el catarro, gripe, garganta, bronquios;No;94,72
Hombres;Total;Cataluña;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para el dolor;Sí;19,04
Hombres;Total;Cataluña;Medicinas para el dolor;No;80,96
Hombres;Total;Cataluña;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para bajar la fiebre;Sí;1,10
Hombres;Total;Cataluña;Medicinas para bajar la fiebre;No;98,90
Hombres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);Sí;4,07
Hombres;Total;Cataluña;Reconstituyentes (vitaminas, minerales, tónicos);No;95,93
Hombres;Total;Cataluña;Laxantes;TOTAL;100,00
Hombres;Total;Cataluña;Laxantes;Sí;0,99
Hombres;Total;Cataluña;Laxantes;No;99,01
Hombres;Total;Cataluña;Antibióticos;TOTAL;100,00
Hombres;Total;Cataluña;Antibióticos;Sí;2,37
Hombres;Total;Cataluña;Antibióticos;No;97,63
Hombres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;Sí;6,03
Hombres;Total;Cataluña;Tranquilizantes, relajantes, pastillas para dormir;No;93,97
Hombres;Total;Cataluña;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Cataluña;Medicamentos para la alergia;Sí;3,37
Hombres;Total;Cataluña;Medicamentos para la alergia;No;96,63
Hombres;Total;Cataluña;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para el reuma;Sí;0,30
Hombres;Total;Cataluña;Medicinas para el reuma;No;99,70
Hombres;Total;Cataluña;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para el corazón;Sí;5,53
Hombres;Total;Cataluña;Medicinas para el corazón;No;94,47
Hombres;Total;Cataluña;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para la tensión arterial;Sí;16,52
Hombres;Total;Cataluña;Medicinas para la tensión arterial;No;83,48
Hombres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;Sí;7,47
Hombres;Total;Cataluña;Medicinas para el estómago y/o alteraciones digestivas;No;92,53
Hombres;Total;Cataluña;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Cataluña;Antidepresivos, estimulantes;Sí;2,20
Hombres;Total;Cataluña;Antidepresivos, estimulantes;No;97,80
Hombres;Total;Cataluña;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Cataluña;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Cataluña;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Cataluña;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Cataluña;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Cataluña;Hormonas para la menopausia;No;0,00
Hombres;Total;Cataluña;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Cataluña;Medicamentos para el colesterol;Sí;9,04
Hombres;Total;Cataluña;Medicamentos para el colesterol;No;90,96
Hombres;Total;Cataluña;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Cataluña;Medicamentos para la diabetes;Sí;6,48
Hombres;Total;Cataluña;Medicamentos para la diabetes;No;93,52
Hombres;Total;Cataluña;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Cataluña;Medicamentos para el tiroides;Sí;0,82
Hombres;Total;Cataluña;Medicamentos para el tiroides;No;99,18
Hombres;Total;Cataluña;Otros medicamentos;TOTAL;100,00
Hombres;Total;Cataluña;Otros medicamentos;Sí;9,64
Hombres;Total;Cataluña;Otros medicamentos;No;90,36
Hombres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,80
Hombres;Total;Comunitat Valenciana;Medicinas para el catarro, gripe, garganta, bronquios;No;92,20
Hombres;Total;Comunitat Valenciana;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para el dolor;Sí;32,16
Hombres;Total;Comunitat Valenciana;Medicinas para el dolor;No;67,84
Hombres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;Sí;2,08
Hombres;Total;Comunitat Valenciana;Medicinas para bajar la fiebre;No;97,92
Hombres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);Sí;7,26
Hombres;Total;Comunitat Valenciana;Reconstituyentes (vitaminas, minerales, tónicos);No;92,74
Hombres;Total;Comunitat Valenciana;Laxantes;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Laxantes;Sí;1,67
Hombres;Total;Comunitat Valenciana;Laxantes;No;98,33
Hombres;Total;Comunitat Valenciana;Antibióticos;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Antibióticos;Sí;2,86
Hombres;Total;Comunitat Valenciana;Antibióticos;No;97,14
Hombres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;Sí;11,75
Hombres;Total;Comunitat Valenciana;Tranquilizantes, relajantes, pastillas para dormir;No;88,25
Hombres;Total;Comunitat Valenciana;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicamentos para la alergia;Sí;3,52
Hombres;Total;Comunitat Valenciana;Medicamentos para la alergia;No;96,48
Hombres;Total;Comunitat Valenciana;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para el reuma;Sí;0,69
Hombres;Total;Comunitat Valenciana;Medicinas para el reuma;No;99,31
Hombres;Total;Comunitat Valenciana;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para el corazón;Sí;8,18
Hombres;Total;Comunitat Valenciana;Medicinas para el corazón;No;91,82
Hombres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;Sí;23,76
Hombres;Total;Comunitat Valenciana;Medicinas para la tensión arterial;No;76,24
Hombres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;Sí;11,16
Hombres;Total;Comunitat Valenciana;Medicinas para el estómago y/o alteraciones digestivas;No;88,84
Hombres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;Sí;4,81
Hombres;Total;Comunitat Valenciana;Antidepresivos, estimulantes;No;95,19
Hombres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Comunitat Valenciana;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Comunitat Valenciana;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Comunitat Valenciana;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Comunitat Valenciana;Hormonas para la menopausia;No;0,00
Hombres;Total;Comunitat Valenciana;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicamentos para el colesterol;Sí;14,40
Hombres;Total;Comunitat Valenciana;Medicamentos para el colesterol;No;85,60
Hombres;Total;Comunitat Valenciana;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicamentos para la diabetes;Sí;8,59
Hombres;Total;Comunitat Valenciana;Medicamentos para la diabetes;No;91,41
Hombres;Total;Comunitat Valenciana;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Medicamentos para el tiroides;Sí;1,35
Hombres;Total;Comunitat Valenciana;Medicamentos para el tiroides;No;98,65
Hombres;Total;Comunitat Valenciana;Otros medicamentos;TOTAL;100,00
Hombres;Total;Comunitat Valenciana;Otros medicamentos;Sí;16,41
Hombres;Total;Comunitat Valenciana;Otros medicamentos;No;83,59
Hombres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;Sí;9,62
Hombres;Total;Extremadura;Medicinas para el catarro, gripe, garganta, bronquios;No;90,38
Hombres;Total;Extremadura;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para el dolor;Sí;24,89
Hombres;Total;Extremadura;Medicinas para el dolor;No;75,11
Hombres;Total;Extremadura;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para bajar la fiebre;Sí;0,94
Hombres;Total;Extremadura;Medicinas para bajar la fiebre;No;99,06
Hombres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);Sí;1,30
Hombres;Total;Extremadura;Reconstituyentes (vitaminas, minerales, tónicos);No;98,70
Hombres;Total;Extremadura;Laxantes;TOTAL;100,00
Hombres;Total;Extremadura;Laxantes;Sí;0,74
Hombres;Total;Extremadura;Laxantes;No;99,26
Hombres;Total;Extremadura;Antibióticos;TOTAL;100,00
Hombres;Total;Extremadura;Antibióticos;Sí;2,66
Hombres;Total;Extremadura;Antibióticos;No;97,34
Hombres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;Sí;4,52
Hombres;Total;Extremadura;Tranquilizantes, relajantes, pastillas para dormir;No;95,48
Hombres;Total;Extremadura;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Extremadura;Medicamentos para la alergia;Sí;3,96
Hombres;Total;Extremadura;Medicamentos para la alergia;No;96,04
Hombres;Total;Extremadura;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para el reuma;Sí;0,38
Hombres;Total;Extremadura;Medicinas para el reuma;No;99,62
Hombres;Total;Extremadura;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para el corazón;Sí;5,07
Hombres;Total;Extremadura;Medicinas para el corazón;No;94,93
Hombres;Total;Extremadura;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para la tensión arterial;Sí;19,67
Hombres;Total;Extremadura;Medicinas para la tensión arterial;No;80,33
Hombres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;Sí;10,16
Hombres;Total;Extremadura;Medicinas para el estómago y/o alteraciones digestivas;No;89,84
Hombres;Total;Extremadura;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Extremadura;Antidepresivos, estimulantes;Sí;1,25
Hombres;Total;Extremadura;Antidepresivos, estimulantes;No;98,75
Hombres;Total;Extremadura;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Extremadura;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Extremadura;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Extremadura;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Extremadura;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Extremadura;Hormonas para la menopausia;No;0,00
Hombres;Total;Extremadura;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Extremadura;Medicamentos para el colesterol;Sí;16,22
Hombres;Total;Extremadura;Medicamentos para el colesterol;No;83,78
Hombres;Total;Extremadura;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Extremadura;Medicamentos para la diabetes;Sí;7,00
Hombres;Total;Extremadura;Medicamentos para la diabetes;No;93,00
Hombres;Total;Extremadura;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Extremadura;Medicamentos para el tiroides;Sí;2,04
Hombres;Total;Extremadura;Medicamentos para el tiroides;No;97,96
Hombres;Total;Extremadura;Otros medicamentos;TOTAL;100,00
Hombres;Total;Extremadura;Otros medicamentos;Sí;12,60
Hombres;Total;Extremadura;Otros medicamentos;No;87,40
Hombres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;Sí;5,31
Hombres;Total;Galicia;Medicinas para el catarro, gripe, garganta, bronquios;No;94,69
Hombres;Total;Galicia;Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para el dolor;Sí;21,32
Hombres;Total;Galicia;Medicinas para el dolor;No;78,68
Hombres;Total;Galicia;Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para bajar la fiebre;Sí;0,93
Hombres;Total;Galicia;Medicinas para bajar la fiebre;No;99,07
Hombres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);Sí;3,77
Hombres;Total;Galicia;Reconstituyentes (vitaminas, minerales, tónicos);No;96,23
Hombres;Total;Galicia;Laxantes;TOTAL;100,00
Hombres;Total;Galicia;Laxantes;Sí;2,20
Hombres;Total;Galicia;Laxantes;No;97,80
Hombres;Total;Galicia;Antibióticos;TOTAL;100,00
Hombres;Total;Galicia;Antibióticos;Sí;3,00
Hombres;Total;Galicia;Antibióticos;No;97,00
Hombres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;Sí;11,52
Hombres;Total;Galicia;Tranquilizantes, relajantes, pastillas para dormir;No;88,48
Hombres;Total;Galicia;Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para la alergia;Sí;3,81
Hombres;Total;Galicia;Medicamentos para la alergia;No;96,19
Hombres;Total;Galicia;Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para el reuma;Sí;1,02
Hombres;Total;Galicia;Medicinas para el reuma;No;98,98
Hombres;Total;Galicia;Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para el corazón;Sí;8,72
Hombres;Total;Galicia;Medicinas para el corazón;No;91,28
Hombres;Total;Galicia;Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para la tensión arterial;Sí;20,94
Hombres;Total;Galicia;Medicinas para la tensión arterial;No;79,06
Hombres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;Sí;12,25
Hombres;Total;Galicia;Medicinas para el estómago y/o alteraciones digestivas;No;87,75
Hombres;Total;Galicia;Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Galicia;Antidepresivos, estimulantes;Sí;4,57
Hombres;Total;Galicia;Antidepresivos, estimulantes;No;95,43
Hombres;Total;Galicia;Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Galicia;Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Galicia;Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Galicia;Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Galicia;Hormonas para la menopausia;Sí;0,00
Hombres;Total;Galicia;Hormonas para la menopausia;No;0,00
Hombres;Total;Galicia;Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para el colesterol;Sí;18,34
Hombres;Total;Galicia;Medicamentos para el colesterol;No;81,66
Hombres;Total;Galicia;Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para la diabetes;Sí;8,88
Hombres;Total;Galicia;Medicamentos para la diabetes;No;91,12
Hombres;Total;Galicia;Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Galicia;Medicamentos para el tiroides;Sí;2,51
Hombres;Total;Galicia;Medicamentos para el tiroides;No;97,49
Hombres;Total;Galicia;Otros medicamentos;TOTAL;100,00
Hombres;Total;Galicia;Otros medicamentos;Sí;16,67
Hombres;Total;Galicia;Otros medicamentos;No;83,33
Hombres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;9,94
Hombres;Total;Madrid (Comunidad de);Medicinas para el catarro, gripe, garganta, bronquios;No;90,06
Hombres;Total;Madrid (Comunidad de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el dolor;Sí;26,19
Hombres;Total;Madrid (Comunidad de);Medicinas para el dolor;No;73,81
Hombres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;Sí;2,38
Hombres;Total;Madrid (Comunidad de);Medicinas para bajar la fiebre;No;97,62
Hombres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;4,07
Hombres;Total;Madrid (Comunidad de);Reconstituyentes (vitaminas, minerales, tónicos);No;95,93
Hombres;Total;Madrid (Comunidad de);Laxantes;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Laxantes;Sí;0,61
Hombres;Total;Madrid (Comunidad de);Laxantes;No;99,39
Hombres;Total;Madrid (Comunidad de);Antibióticos;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Antibióticos;Sí;4,30
Hombres;Total;Madrid (Comunidad de);Antibióticos;No;95,70
Hombres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;Sí;4,96
Hombres;Total;Madrid (Comunidad de);Tranquilizantes, relajantes, pastillas para dormir;No;95,04
Hombres;Total;Madrid (Comunidad de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para la alergia;Sí;3,78
Hombres;Total;Madrid (Comunidad de);Medicamentos para la alergia;No;96,22
Hombres;Total;Madrid (Comunidad de);Medicinas para el reuma;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el reuma;Sí;0,87
Hombres;Total;Madrid (Comunidad de);Medicinas para el reuma;No;99,13
Hombres;Total;Madrid (Comunidad de);Medicinas para el corazón;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el corazón;Sí;5,41
Hombres;Total;Madrid (Comunidad de);Medicinas para el corazón;No;94,59
Hombres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;Sí;16,01
Hombres;Total;Madrid (Comunidad de);Medicinas para la tensión arterial;No;83,99
Hombres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;Sí;6,19
Hombres;Total;Madrid (Comunidad de);Medicinas para el estómago y/o alteraciones digestivas;No;93,81
Hombres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;Sí;1,18
Hombres;Total;Madrid (Comunidad de);Antidepresivos, estimulantes;No;98,82
Hombres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;TOTAL;0,00
Hombres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;Sí;0,00
Hombres;Total;Madrid (Comunidad de);Píldoras para no quedar embarazada;No;0,00
Hombres;Total;Madrid (Comunidad de);Hormonas para la menopausia;TOTAL;0,00
Hombres;Total;Madrid (Comunidad de);Hormonas para la menopausia;Sí;0,00
Hombres;Total;Madrid (Comunidad de);Hormonas para la menopausia;No;0,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;Sí;11,46
Hombres;Total;Madrid (Comunidad de);Medicamentos para el colesterol;No;88,54
Hombres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;Sí;6,81
Hombres;Total;Madrid (Comunidad de);Medicamentos para la diabetes;No;93,19
Hombres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;Sí;2,00
Hombres;Total;Madrid (Comunidad de);Medicamentos para el tiroides;No;98,00
Hombres;Total;Madrid (Comunidad de);Otros medicamentos;TOTAL;100,00
Hombres;Total;Madrid (Comunidad de);Otros medicamentos;Sí;15,13
Hombres;Total;Madrid (Comunidad de);Otros medicamentos;No;84,87
Hombres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;Sí;7,26
Hombres;Total;Murcia (Región de);Medicinas para el catarro, gripe, garganta, bronquios;No;92,74
Hombres;Total;Murcia (Región de);Medicinas para el dolor;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para el dolor;Sí;27,37
Hombres;Total;Murcia (Región de);Medicinas para el dolor;No;72,63
Hombres;Total;Murcia (Región de);Medicinas para bajar la fiebre;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicinas para bajar la fiebre;Sí;1,61
Hombres;Total;Murcia (Región de);Medicinas para bajar la fiebre;No;98,39
Hombres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);TOTAL;100,00
Hombres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);Sí;2,35
Hombres;Total;Murcia (Región de);Reconstituyentes (vitaminas, minerales, tónicos);No;97,65
Hombres;Total;Murcia (Región de);Laxantes;TOTAL;100,00
Hombres;Total;Murcia (Región de);Laxantes;Sí;0,90
Hombres;Total;Murcia (Región de);Laxantes;No;99,10
Hombres;Total;Murcia (Región de);Antibióticos;TOTAL;100,00
Hombres;Total;Murcia (Región de);Antibióticos;Sí;2,59
Hombres;Total;Murcia (Región de);Antibióticos;No;97,41
Hombres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;TOTAL;100,00
Hombres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;Sí;7,64
Hombres;Total;Murcia (Región de);Tranquilizantes, relajantes, pastillas para dormir;No;92,36
Hombres;Total;Murcia (Región de);Medicamentos para la alergia;TOTAL;100,00
Hombres;Total;Murcia (Región de);Medicamentos para la alergia;Sí;2,43
Hombres;Total;Murcia (Región de);Medicamentos para la alergia;No;97,57
Hombres;Total;Murcia (Región de);Medicinas para el reuma;TOTAL;100,00
